ID,guid,pinged,to_ping,post_date,post_name,post_type,menu_order,post_title,ping_status,post_author,post_parent,post_status,post_content,post_excerpt,comment_count,post_date_gmt,post_modified,post_password,comment_status,post_mime_type,post_modified_gmt,post_content_filtered
12,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/about1.jpg,<blank>,<blank>,2025-04-24 07:52:46,about1,attachment,0,about1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
13,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/home2.jpg,<blank>,<blank>,2025-04-24 07:52:46,home2,attachment,0,home2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
14,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/events3.jpg,<blank>,<blank>,2025-04-24 07:52:46,events3,attachment,0,events3,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
15,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/teacher2.jpg,<blank>,<blank>,2025-04-24 07:52:46,teacher2,attachment,0,teacher2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
16,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/banner3.jpg,<blank>,<blank>,2025-04-24 07:52:46,banner3,attachment,0,banner3,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
17,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/branch1.jpg,<blank>,<blank>,2025-04-24 07:52:46,branch1,attachment,0,branch1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
18,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/course3.jpg,<blank>,<blank>,2025-04-24 07:52:46,course3,attachment,0,course3,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
19,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/events1.jpg,<blank>,<blank>,2025-04-24 07:52:46,events1,attachment,0,events1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
20,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/about4.jpg,<blank>,<blank>,2025-04-24 07:52:46,about4,attachment,0,about4,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
21,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/teacher1.jpg,<blank>,<blank>,2025-04-24 07:52:46,teacher1,attachment,0,teacher1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
22,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/events4.jpg,<blank>,<blank>,2025-04-24 07:52:46,events4,attachment,0,events4,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
23,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/branch3.jpg,<blank>,<blank>,2025-04-24 07:52:46,branch3,attachment,0,branch3,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
24,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/teacher3.jpg,<blank>,<blank>,2025-04-24 07:52:46,teacher3,attachment,0,teacher3,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
25,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/course2.jpg,<blank>,<blank>,2025-04-24 07:52:46,course2,attachment,0,course2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
26,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/about5.jpg,<blank>,<blank>,2025-04-24 07:52:46,about5,attachment,0,about5,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
27,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/banner1.jpg,<blank>,<blank>,2025-04-24 07:52:46,banner1,attachment,0,banner1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
28,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/teacher4.jpg,<blank>,<blank>,2025-04-24 07:52:46,teacher4,attachment,0,teacher4,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
29,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/branch2.jpg,<blank>,<blank>,2025-04-24 07:52:46,branch2,attachment,0,branch2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
30,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/bg1.jpg,<blank>,<blank>,2025-04-24 07:52:46,bg1,attachment,0,bg1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
31,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/events5.jpg,<blank>,<blank>,2025-04-24 07:52:46,events5,attachment,0,events5,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
32,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/course1.jpg,<blank>,<blank>,2025-04-24 07:52:46,course1,attachment,0,course1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
33,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/course4.jpg,<blank>,<blank>,2025-04-24 07:52:46,course4,attachment,0,course4,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
34,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/banner2.jpg,<blank>,<blank>,2025-04-24 07:52:46,banner2,attachment,0,banner2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:46,2025-04-24 07:52:46,<blank>,open,image/jpeg,2025-04-24 07:52:46,<blank>
35,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/home1.png,<blank>,<blank>,2025-04-24 07:52:47,home1,attachment,0,home1,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:47,2025-04-24 07:52:47,<blank>,open,image/png,2025-04-24 07:52:47,<blank>
36,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/short-bg.jpg,<blank>,<blank>,2025-04-24 07:52:47,short-bg,attachment,0,short-bg,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:47,2025-04-24 07:52:47,<blank>,open,image/jpeg,2025-04-24 07:52:47,<blank>
37,https://echallan.ccl.edu.pk/wp-content/uploads/2025/04/events2.jpg,<blank>,<blank>,2025-04-24 07:52:47,events2,attachment,0,events2,closed,1,0,inherit,<blank>,<blank>,0,2025-04-24 07:52:47,2025-04-24 07:52:47,<blank>,open,image/jpeg,2025-04-24 07:52:47,<blank>
38,https://echallan.ccl.edu.pk/?pagelayer-template=header,<blank>,<blank>,2025-04-24 07:52:47,header,pagelayer-template,0,Header,closed,1,0,publish,"<!-- wp:pagelayer/pl_post_props {""post_title"":""Header"",""post_status"":""publish"",""post_date"":""2025-04-24 07:52:47"",""post_author"":""1"",""post_name"":""header"",""post_excerpt"":"""",""post_password"":"""",""featured_image"":0,""comment_status"":"""",""ping_status"":"""",""post_sticky"":"""",""post_parent"":0,""menu_order"":0,""post_category"":"""",""post_tags"":"""",""pagelayer-id"":""ez53741""} /-->\n<!-- wp:pagelayer/pl_row {""stretch"":""auto"",""col_gap"":""10"",""width_content"":""auto"",""row_height"":""default"",""column_pos"":""default"",""content_pos"":""default"",""overlay_hover_delay"":""400"",""row_shape_top_color"":""#fff"",""row_shape_top_width"":""100"",""row_shape_top_height"":""100"",""row_shape_bottom_color"":""#fff"",""row_shape_bottom_width"":""100"",""row_shape_bottom_height"":""100"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""ele_bg_type"":""color"",""ele_bg_color"":""#eb7f1cff"",""pagelayer-id"":""i761394""} -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""2"",""content_pos"":""center"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""pagelayer-id"":""6618818""} -->\n<!-- wp:pagelayer/pl_heading {""heading_state"":""normal"",""color"":""#ffffffff"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""align"":""left"",""heading_typo"":""Roboto Slab,15,Normal,300,Normal,None,Solid,1.65,Capitalize,0,0"",""text"":""\\n\\n\\n\\n\\n\\nhave any questions?"",""pagelayer-id"":""mes4790""} -->\n\n\n\n\n\nhave any questions?<!-- /wp:pagelayer/pl_heading -->\n<!-- /wp:pagelayer/pl_col -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""2"",""content_pos"":""center"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""pagelayer-id"":""bi73886""} -->\n<!-- wp:pagelayer/pl_phone {""icon"":""fas fa-phone-alt"",""ele_bg_hover_delay"":""400"",""color"":""#ffffffff"",""typography"":""Roboto Slab,15,Normal,300,Normal,None,Double,1.5,,0,0"",""align"":""flex-start"",""space"":""20"",""icon_size"":""16"",""icon_color"":""#ffffffff"",""pagelayer-id"":""pri9817""} /-->\n<!-- /wp:pagelayer/pl_col -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""2"",""content_pos"":""center"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""pagelayer-id"":""ies7640""} -->\n<!-- wp:pagelayer/pl_icon {""icon"":""fas fa-envelope"",""icon_background_size"":1,""icon_alignment"":""left"",""icon_color_style"":""#0986c0"",""icon_size"":""pagelayer-icon-large"",""icon_hover_delay"":400,""pagelayer-id"":""ony5492""} /-->\n<!-- wp:pagelayer/pl_splash {""style"":""dark"",""display"":""always"",""delay"":1000,""width"":""90"",""title"":""News/ Notifications"",""content"":""\\u003ch1\\u003e\\u003cspan style=\\u0022font-size: 15px;\\u0022\\u003e\\\\\\u003c/span\\u003e\\u003cbr\\u003e\\u003c/h1\\u003e"",""close_size"":50,""align"":""center"",""padding"":""25,25,25,25"",""splash_popup_height"":1019,""ele_bg_type"":"""",""ele_bg_gradient"":[""150"",""#026e89ff"",""23"",""#bec6f8ff"",""45"",""#2ca4eb"",""100""],""font_weight"":""bold"",""ele_margin"":[""0px"",""0px"",""0px"",""0px""],""animation"":""zoomIn"",""animation_delay"":600,""animation_speed"":""slowest"",""pagelayer-id"":""arn3859""} --><h1><span style=""font-size: 15px;"">\\</span><br></h1><!-- /wp:pagelayer/pl_splash -->\n<!-- /wp:pagelayer/pl_col -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""6"",""content_pos"":""center"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""5px,5px,5px,5px"",""pagelayer-id"":""mif4829""} -->\n<!-- wp:pagelayer/pl_social_grp {""align"":""right"",""group_layout"":""pagelayer-btn-grp-horizontal"",""icon_spacing"":""0"",""icon_size"":""14"",""color_scheme"":""pagelayer-scheme-official"",""icon_color"":""#333333"",""social_hover_delay"":""400"",""icon_color_hover"":""#ffffff"",""ele_bg_hover_delay"":""400"",""bg_shape"":""pagelayer-social-shape-square"",""bg_size"":""9"",""align_tablet"":""left"",""align_mobile"":""left"",""pagelayer-id"":""aiz4846""} -->\n<!-- wp:pagelayer/pl_social {""icon"":""fab fa-facebook-f"",""social_url"":""https://facebook.com/Sitepad"",""ele_bg_hover_delay"":""400"",""pagelayer-id"":""tt37549""} /-->\n<!-- wp:pagelayer/pl_social {""icon"":""fab fa-google-plus-g"",""social_url"":""https://plus.google.com/Sitepad"",""ele_bg_hover_delay"":""400"",""pagelayer-id"":""lnm9439""} /-->\n<!-- wp:pagelayer/pl_social {""icon"":""fab fa-twitter"",""social_url"":""https://twitter.com/sitepad_editor"",""ele_bg_hover_delay"":""400"",""pagelayer-id"":""dtm9845""} /-->\n<!-- wp:pagelayer/pl_social {""icon"":""fab fa-youtube"",""social_url"":""https://youtube.com/Sitepad"",""ele_bg_hover_delay"":""400"",""pagelayer-id"":""s548279""} /-->\n<!-- wp:pagelayer/pl_social {""icon"":""fab fa-instagram"",""social_url"":""https://instagram.com/Sitepad"",""ele_bg_hover_delay"":""400"",""pagelayer-id"":""11t4347""} /-->\n<!-- /wp:pagelayer/pl_social_grp -->\n<!-- /wp:pagelayer/pl_col -->\n<!-- /wp:pagelayer/pl_row -->\n<!-- wp:pagelayer/pl_row {""stretch"":""auto"",""col_gap"":""10"",""width_content"":""auto"",""row_height"":""default"",""column_pos"":""default"",""content_pos"":""default"",""overlay_hover_delay"":""400"",""row_shape_top_color"":""#fff"",""row_shape_top_width"":""100"",""row_shape_top_height"":""100"",""row_shape_bottom_color"":""#fff"",""row_shape_bottom_width"":""100"",""row_shape_bottom_height"":""100"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""ele_padding"":""0px,0px,0px,0px"",""ele_bg_type"":"""",""ele_bg_color"":""#007dd2ff"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""pagelayer-id"":""a9q9827""} -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""4"",""content_pos"":""center"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""ele_padding"":""0px,0px,0px,0px"",""pagelayer-id"":""3tw5635""} -->\n<!-- wp:pagelayer/pl_wp_title {""site_name"":""Educate"",""site_title_state"":""normal"",""text-align"":""left"",""ele_bg_hover_delay"":""400"",""title_color"":""#eb7f1cff"",""title_padding"":""0,0,0,20"",""site_title_style"":""Roboto Slab,40,Normal,600,Normal,None,Solid,1,Capitalize,0,0"",""site_logo"":""true"",""logo_img_size"":""custom"",""align"":""left"",""vertical_align"":""middle"",""logo_img_type"":""custom-logo"",""logo_img_custom_size"":100,""title_padding_tablet"":""0,0,0,15"",""site_title_style_tablet"":"",35,,,,,Solid,,,,"",""title_padding_mobile"":""0,0,0,15"",""site_title_style_mobile"":"",32,,,,,Solid,,,,"",""disable_title"":""true"",""logo_img"":55,""pagelayer-id"":""8757236""} /-->\n<!-- /wp:pagelayer/pl_col -->\n<!-- wp:pagelayer/pl_col {""widget_space"":""0"",""overlay_hover_delay"":""400"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""col"":""8"",""content_pos"":""center"",""ele_padding"":""0px,0px,0px,0px"",""ele_padding_tablet"":""0px,0px,0px,0px"",""ele_padding_mobile"":""0px,0px,0px,0px"",""pagelayer-id"":""xhb9084""} -->\n<!-- wp:pagelayer/pl_wp_menu {""nav_list"":""2"",""align"":""right"",""layout"":""horizontal"",""pointer"":"""",""m_animation"":""none"",""list_style"":""none"",""submenu_ind"":""caret-down"",""menu_bg_color_hover"":""#00000000"",""menu_bg_color_active"":""#00000000"",""horizontal_padding"":""14"",""vertical_padding"":""10.5"",""submenu_color"":""#ffffff"",""submenu_bg_color"":""#3e8ef7ff"",""submenu_horizontal_padding"":""10"",""submenu_vertical_padding"":""10"",""submenu_left_margin"":""10"",""menu_toggle_align"":""center"",""menu_toggle_bg_color"":""#3e8ef750"",""menu_toggle_size"":""30"",""close_hover_delay"":""600"",""ele_bg_hover_delay"":""400"",""ele_align"":""margin"",""ele_height"":""auto"",""submenu_position"":""left"",""menu_color"":""#222222ff"",""menu_bg_color"":""#00000000"",""menu_typo"":""Montserrat,16,Normal,400,Normal,None,Solid,1.5,Capitalize,0,0"",""menu_color_hover"":""#eb7f1cff"",""menu_color_active"":""#eb7f1cff"",""align_tablet"":""left"",""align_mobile"":""left"",""pagelayer-id"":""rsn4392""} /-->\n<!-- /wp:pagelayer/pl_col -->\n<!-- /wp:pagelayer/pl_row -->\n",<blank>,0,2025-04-24 07:52:47,2025-04-29 05:24:41,<blank>,closed,<blank>,2025-04-29 05:24:41,<blank>
